content,score,reviewCreatedVersion,at
"Saya top up e-toll pakai ovo 2 kali transaksi,500 RB dan 200 RB ,tapi saldo e toll update nya cuma ada 200 RB,500 RB nya kemana nih.saya gamau tau minta ganti uang saya yang 500.000,saya kirim laporan ke email tapi tidak bisa terkirim pesannya,ini gimana sih sudah saya telpon ke call center ovo,tapi kok uang saya masih belum di kembalikan,parah bikin aplikasi tapi makin kesini makin parah ,uang saya cuma minta di kembalikan aja lah.",1,3.102.0,24/02/2024
saya tidak bisa menerima kode ferivikasi,5,3.102.0,24/02/2024
"Jelek banget aplikasi nya masa uang transfer ke nomer lama yang sudah tidak aktif ga bisa diambil lagi lagi, klo hubungi lewat email selalu jawaban nya ga bisa, diaplikasi nya ga bisa ganti nomer hp lama, mending jangan download deh daripada uang hilang sama yang punya aplikasi",1,3.102.0,24/02/2024
Istimewa mudahnya,5,3.102.0,24/02/2024
Menyenangkan,1,3.102.0,24/02/2024
"baru beberapa kali transfer , dan saldo saya hilang 95rb, sudah lapor tapi tidak balik2,bahkan laporan keluar pun juga tidak ada l, ini fix masalah pada ovo itu sendiri ,untuk pihak ovo tolong segera saldo saya dibalikin",1,3.102.0,24/02/2024
Aplikasi gak mau rugi gw make ovo buat belanja malah diblokir akun gue,1,3.102.0,24/02/2024
Akun jelek ..tidak bisa mendaftar 😡😡😡 bagi pengguna yg lihat iklan ovo jgn didownload tidak berguna,1,3.102.0,24/02/2024
Sy menggunakan ovo ini sudah lumayan lama sudah hampir 6 tahun..dan yg sy rasa ovo ini pelit dalam urusan promo,3,3.102.0,24/02/2024
Susah gak sama yang di youtube,1,3.102.0,24/02/2024
Jangan donlod ovo duit saya ilang 20000 dalam semalam,1,3.102.0,24/02/2024
Dari semalam ga bisa transaksi ..padahal mau di pakai urgent ...hadeuh..parah,1,3.102.0,23/02/2024
knpa gk bisa buat transferr .. sering error truss. ..bikin emosii ajaa,2,3.102.0,23/02/2024
"Top up ga masuk"" sering banget kaya gini kecewa pelayan yang buruk",1,3.102.0,23/02/2024
"APLIKASI AMPAS , GABISA LOGIN LIMIT HAPE LIMIT HAPE APAAN DAH PRSAAN LOGIN CUMAN DI 1 HP, BANTUAN KE CUSTOMER GAK ADA TOMBOLNYA. AKUN MALAH DIBLOKIR. ANEH EWALLET SATU INI",1,3.102.0,23/02/2024
"Aplikasi busuk transfer duit aja pending mulu kalo ada bintang 0,1 gua kasih lah",1,3.102.0,23/02/2024
Sangat nyamqn sekali pakai aplikasi ini sepat dan tidak mengecewakan,5,3.102.0,23/02/2024
jadi kecewa masa mau transfer aja susah di sini,1,3.102.0,23/02/2024
"Aplikasi tolol , transfer motong Nerima motong , tolol kan ,, mending hapus aplikasinya",1,3.102.0,23/02/2024
"min kenapa beli pulsa Telkomsel 5k gagal ya, di gopay bisa masuk?",3,3.102.0,23/02/2024
L Mantap cepat,5,3.102.0,23/02/2024
"errorr mulu giliran top up cepet, coba pas mo trasfer eror heran gw, mengwcewakan mending gopay atau dana, walau pun error gk lama ini lama banget, hadehhh...",2,3.102.0,23/02/2024
"Aplikasi sampah, susah bangat verifikasi, udah pencet link di sms tetap gak bisa tau",1,3.102.0,23/02/2024
Kenapa ovo tidak bisa digunakan transfer maupun cek tagihan dll???????,1,3.102.0,23/02/2024
Kok susah ya,5,3.102.0,23/02/2024
Aplikasi nya sangat bermanfaat untuk Terasaksi Dan Dompet Online Sangat Terbaik Kaga menyesal mendawnlod,5,3.102.0,23/02/2024
"Proses top up dan pengiriman gampang mudah,semoga selalu amanah dan semakin jaya selalu",5,3.102.0,23/02/2024
Pajak nya gede gede,3,3.102.0,23/02/2024
"Selalu minta update, kemajuan tidak ada.",1,3.102.0,23/02/2024
Sangat gampang gak usah kemana mana tnggl klik aja beres,5,3.102.0,23/02/2024
Aku kasih 4 dulu nanti tamah lagi karena Setelah tf beberapa kali ngga bisa katanya internal eror apa maksudnya kk,4,3.102.0,23/02/2024
"Terimakasih, sangat Membantu",5,3.102.0,23/02/2024
Bagus untuk pemula seperti saya,5,3.102.0,23/02/2024
"Sangat terbantu dalam aktivitas keuangan, semoga semakin jaya",5,3.102.0,23/02/2024
"Yaelah baru join ke sini, udah ada aja masalah stuck halaman utama, dari kemarin gitu trus, gw mau tf sana sini jadi susah, GAK RECOMEND BANGET BUAT NYIMPEN UANG DSINI APALAGI BUAT YG PEMBISNIS KEK SAIA, JADI SULIT BUAT TF SANA SINI, BERASA KENA SCAM UANG DI TAHAN. CHAT SLOWRESPON, SAMPAH WOI",1,3.102.0,23/02/2024
"Duit saya nyangkut woi gak bisa pake qris, udah nyoba di bnyak toko tetep gak bisa, gjls ini aplikasi mau ngelaporin fotonya harus minimal 1mb sedangkan ss saya gak sampe 1 mb dalam 3 foto, 50rb saya nyangkut gak bisa di apa apain!!!",1,3.102.0,23/02/2024
scan qrish selalu gagal ovo sekarang ribet lebih bagus dana kecewa,1,3.102.0,23/02/2024
"Aplikasi apaan ini, cuman bisa sekali transfer sehari... kebanyakan eror...",1,3.102.0,23/02/2024
Uang selalu hilang saat transfer tulisan SEDANG DIPROSES DAN SUDAH MELAPOR KE CS OVO TAPI GK JELAS UANG HILANG BEGITU SAJA POKOKNYA SANGAT JELEK,2,3.102.0,23/02/2024
Sudah 2 x transaksi tertunda ...status proses.,1,3.102.0,23/02/2024
Sering gagal transfer.. Hub cs nya aja susahnya minta ampun..,1,3.102.0,23/02/2024
Susah buat tranfer ke sesama ovo aja..sering gagal..payah..,1,3.102.0,23/02/2024
Pliss lah ovo gw udah isi 150 kok ga bisa di buka ovo nya,1,3.102.0,23/02/2024
Bayar² lebih mudah Transfer² lebih gampang,5,3.102.0,23/02/2024
"Saya krim dari ovo ke rekening berhasil tapi uang tidak masuk, apa apaan ini . kecewa saya",1,3.102.0,23/02/2024
Kamvret lah OVO udh transfer bank ga masuk masuk kan asow,1,3.102.0,23/02/2024
Top up pending suruh nunggu 5 hari kerja.. Sampai 5 hari pun masih belum juga saldo balik.. Lambat dan kurang detail untuk respon permaslahan..!!!!,1,3.102.0,23/02/2024
cepat untuk pembayaran,4,3.102.0,23/02/2024
Udah 3hari ko susah kebuka astagpirulloh,1,3.102.0,23/02/2024
"makin sini makin buruk, udah premier tapi transfer gagal mulu. tapi ngisi saldo bisa, kan aneh anjay.",1,3.102.0,23/02/2024
Belum bisa gratis admin tranfer ke bank mana saja,1,3.102.0,23/02/2024
Knp yah sya hbis ngirim tidak ada tombol favorit setelah transfer,3,3.102.0,23/02/2024
Proses transaksi berjalan cepat,5,3.102.0,23/02/2024
"Banyak masalah soal penggantian akun ,saya ingin memindahkan akun di hp 1 nya ke hp lain ,tidak bisa sama sekali , di suruhnya verivikasi gajelas",1,3.102.0,23/02/2024
Transaksi jadi mudah & cepat,5,3.102.0,23/02/2024
Loding lambat bnyak sloww kecewa sangat😰😢😢,3,3.102.0,23/02/2024
"Bagus, penghasil cuan yang sesungguh nya",5,3.102.0,23/02/2024
Mau upgrade ke premir ga bisa Mulu,1,3.102.0,23/02/2024
"Udah seminggu lebih,bayar pake qris selalu gagal",3,3.102.0,23/02/2024
"Aplikasi susah dibuka, sangat mengecewakan.. Troble dan error trs..",1,3.102.0,23/02/2024
Berkali kali uang nyangkut saat transfer antar bank di proses lama,1,3.102.0,23/02/2024
Error bayar lazada,5,3.102.0,23/02/2024
Mudqh dan simpel,5,3.102.0,23/02/2024
"pakek ovo membantu sekali pratis,gak ribet transaksi aman cepat juga ..",5,3.102.0,23/02/2024
"Selama saya pake aman aman saja,aplikasi yang sangat membantu",5,3.102.0,23/02/2024
"Ga jelas banget terlalu banyak potongan, ga kayak e-wallet yang lain",1,3.102.0,22/02/2024
Terlalu banyak cara,2,3.102.0,22/02/2024
Sangat lemot.. Aplikasi awal aja yg lancar.. Sekarang menyusahkan.. Aplikasinya eror..,1,3.102.0,22/02/2024
"Aplikasi yang sangat tolol, 3x saldo ovo saya ngendap di dalam transaksi (transaksi dalam proses) mana transaksinya bukan 10k 20k tapi 500k bahkan yg pertama 1.2jt. ni aplikasi sangat tolol ya teman² jangan mau pke ni aplikasi.",1,3.102.0,22/02/2024
Mantap apk nya,5,3.102.0,22/02/2024
Saya tidak bisa transfer baik ke sesama ovo maupun bank lain,4,3.102.0,22/02/2024
Bagaimana ya hp sama kartu saya yg terkait di akun ovo ini jatuh di air saya mau login menggunakan KTP saya yg terdaftar di akun ovo saya,3,3.102.0,22/02/2024
Bayar qris pake ovo saldo ilang entah kemana... Udah biki laporan malah ribet gak jelas... Aku ikhlasin saldoku,1,3.102.0,22/02/2024
Aplikasi eror saat mau transaksi,1,3.102.0,22/02/2024
"Makin lama bukannya makin upgrade membaik dengan adanya rating rating kurang baik/komplain , malah makin down grade , transfer sering eror , kadang stuck di menu awal doang , makin cacat , pembaruan pembaruan menuhin memori doang sama ngabisin kuota , giliran mau di pake ehh ada bae yg bikin kesel/emosi , yg bener aja..RUGI DONG , tolong segera di perbaiki bug bug atau kendala tsb , ga sedikit yg mengeluhkan hal yg sama , bahkan dari tahun tahun sebelumnya , ini udah 2024 mau sampe kpn kocak?THX",1,3.102.0,22/02/2024
"Kalah saing sama g*p*y,,perbagus lagi dong layanann ovo biar kek tetangga sebelah, transfer kemana daja gratis banyak promosinya gag perlu pakai kode untuk memakai promosi di layanan aplikasi grab customer langsung ada vouchernya.",1,3.102.0,22/02/2024
Aplikasi tidak bisa digunakan alias stuck bagaimana solusi ya ini,1,3.102.0,22/02/2024
"potongan biaya admin 1200,ewallet yg lain mah maksimal 1000,sengaja banget bikin orng lupa sampe harus topup sampe 2x",1,3.102.0,22/02/2024
Keren. Cepat lancar 👍👍👍,5,3.102.0,22/02/2024
Sangat berguna bagi pemilik akun grab,5,3.102.0,22/02/2024
Sumpah gk jelas banget masa gk bisa tf ke qris bacaannya gagal Mulu lama lama gk jelas banget nih ovo astaghfirullah,1,3.102.0,22/02/2024
Mudah sekali menggunakan ovo bayar apa aja bisa,5,3.102.0,22/02/2024
Bermanfaat sekali,5,3.102.0,22/02/2024
"Saya sudah 5 kali alami transfer uang dari ovo ke rekening, status berhasil tapi uang tidak masuk ke rekening. Uangnya kembali tapi harus nunggu 1 sampai 3 hari. Sebaiknya lebih di tingkatkan lagi. Apalagi kalau kirim uang dalam jumlah besar dan uangnya bener2 lagi di butuhin, dapat masalah seperti ini cukup merepotkan",1,3.102.0,22/02/2024
Saya tidak dapat login ke akun sayaa,1,3.102.0,22/02/2024
"Aplikasi gangguan mulu, mw transfer aja harus upgrade, mending Dana / Gopay / Shopepay gaperlu upgrade segala buat transfer",1,3.102.0,22/02/2024
"Apa ini login aja nggk bisa. Katanya ""perangkat/aplikasi mu sudah dimodifikasi"" disuruh download di playstore, lah ini gua download dimana kocak. Hadeh uang nggk bisa diapain lagi. Hey ovo saya tidak ada pake apk mod. Tolong penjelasan nya",5,3.102.0,22/02/2024
"Apk asuuu , saldo gw ga masuk"" ke apk laen padahal tf pake apk ini, tapi ga ada pertanggung jawaban nya , Apk miskin, top up potongan, transfer bayar lagi, hadeh"" .. Klo ga ada butuh mah, ga sudi pake apk gini .. Pengen banget cepet kaya apa ??? Loll",1,3.102.0,22/02/2024
Bermanfaat bagi semua..,4,3.102.0,22/02/2024
"Apk tholol minta kode lewat wa aja susah g d kirim kirim tolol,",1,3.102.0,22/02/2024
4bintang aja dlu,4,3.102.0,22/02/2024
"tlong perbaiki barcodenya,skarang smua barcode tdk trbaca",1,3.102.0,22/02/2024
"Kenapa akun saya tiba di blok, padahal saya tidak melakukan pelanggaran",1,3.102.0,22/02/2024
Aneh banget orang orang yang komen padahal apk sangat bagus dan aman,5,3.102.0,22/02/2024
aku kasih Bintang satu Karena pas top up 20k jadi 27k di ovo sedangkan tadi masih 8k,1,3.102.0,22/02/2024
Tgl 21 transfer dari ovo ke bank pukul 23:53 wib sampe sekarang belom masuk . Ga biasa biasa nya ovo beginih,1,3.102.0,22/02/2024
Apk sampah login bikin aku aja kaga bisa masa gagal memproses mulu apa coba aneh bat nih,1,3.102.0,22/02/2024
Selama pemakaian semakin mudah,5,3.102.0,22/02/2024
"Ok bgt, memuaskan,,,,!",5,3.102.0,22/02/2024
Pembayaran melalui rekening transfer antar bank sangat membantu kebutuhan keseharian ku,5,3.102.0,22/02/2024
Kecewa sama ovo. Masa di aplikasi nya sudah berhasil tapi si penerima tidak menerima pembayaran. Sudah gitu lama proses nya. Kirim dr jam 5 sore masuk pukul 23:45 sudah gitu bermasalah lagi,1,3.102.0,22/02/2024
Kok saya susah buat rekening ovo,5,3.102.0,22/02/2024
Tolong pihak ovo bertanggung jawab atas saldo hilang saya sudah membuat laporan sampe 30 kali dan saya juga sudah tlpn ke ovo katanya lagi di tanganin . Ini sudah hari ke 4 saya tunggu belum ada itikad baik dari ovo,1,3.102.0,22/02/2024
Memudahkan transaksi jarak jauh,5,3.102.0,22/02/2024
Pokoknya aplikasi ini sangat bagus,5,3.102.0,22/02/2024
di suruh mengisi nama lengkap tapi cuma bisa ngetik satu huraf aja..jadi gmn mau aktifin ovo . padahal saya mau taro uang di ovo..!! akhirnya saya uninstall aja daripada tidak berguna..!,1,3.102.0,22/02/2024
"Aktivitas mencurigakan apanya,,,,dulu bagus apk nya,,,sekarang udah ngak guna lagi,,,,,,mending ngak usah dowload aja apk ini",1,3.102.0,22/02/2024
Kenapa pas mau upgrape ngga bisa selfi???,1,3.102.0,22/02/2024
Kok di ahir selfi tdk bisa..knp ?,1,3.102.0,22/02/2024
BUAT YANG MAU DOWNLOAD OVO MENDING PIKIR-PIKIR DULU SEBELUM SALDO KALIAN DI AMBIL SAMA TIM OVO,1,3.102.0,22/02/2024
"Aplikasi goblokkk lagi penting malah gkbisa transfer, aplikasi paling jelekk",1,3.102.0,22/02/2024
Knp selalu mau upgrade ga bs katanya NIK sy sdh terdaftar diakun lain..,3,3.102.0,22/02/2024
Sangat Tidak ramah,2,3.102.0,22/02/2024
Terlalu mahal biaya adminnya maaf masih mending dompet digital yang lain,3,3.102.0,22/02/2024
Akun ovo ku tranfer ke BNI dalam proses terus sudah sehari saldo blm kembali uang tidak terkirim 😇😇gimana caranya biar saldo biar transfer berhasil,3,3.102.0,22/02/2024
Transaksi online jadi lebih muda,5,3.102.0,22/02/2024
Kenapa tiba2 danaku terpotong ke geogle,1,3.102.0,22/02/2024
Sumpah ini uang mau dipakai buat kebutuhan darurat malah bermasalah pulak transfer kebank status udh berhasil saldo OVO juga dh berkurang tapi di rekening penerima belum masuk udh lapor udh ditunjukin juga bukti mutasinya kok lama banget responnya keperluan ini penting loo tolong lah udh biaya adminnya gede pun 2500 dibanding apk dana gratis lgi nyesel pula tdi nyoba apk ini balikin saldo saya itu uang susah carinya kerja seharian banting tulang,1,3.102.0,22/02/2024
Tolong jelas kan kenapa saya teransfer ke bank tidak masuk padahal di transaksi nya berhasil tapi ke rekening nya gak masuk,1,3.102.0,22/02/2024
aplikasi ini makin kesini ky setan.sudah 3 kali sy transfer ovo ke bank sllu bermasalah. neh yg kesekian kalinya sy melakukan transfer dari ovo kerekening bank. ovo laporannnya sudah berhasil.tapi direkening bank nya belum berhasil masuk. sudah buat laporan ke pusban ovo.jawabannya sudah berhasil masuk.tapi sy kirim bukti saldo direk bank nya belum masuk.ini sm aj ngerampok secara halus.balikin uang sy yg kmrn transfer kerekening bca istri sy yg kalian ambil.,1,3.102.0,22/02/2024
cuma saran saja jangan ada potongan ketika top up,5,3.102.0,22/02/2024
Lumyan sangat membantu...secepat kilatan atau telegram👍👍👍👍mantappppp,5,3.102.0,22/02/2024
"Ovo sumpah akun gua knpp di blokir ,padahal masih banyak saldonyaa Tolong berikan alasannya dari pihak ovo",1,3.102.0,22/02/2024
"Transferan udah seharian ga diproses, yang belum pakek mending Jan pakek deh aplikasi ini. Berbahaya",1,3.102.0,22/02/2024
Akun diblokir harus hubungi cs pakai nomor yg terdaftar bikin pulsa abis karena kelamaan telponnya,1,3.102.0,22/02/2024
"Apaliasi sudah tudak jelas saa baru-baru ini melakukan tranfer kerekening bnk bca selalu ketundak pas berhasil transaksi uang tidak masuk ke bank tujuan aneh banget say udah alami yang ke dua kalinya uang hilang tidak kedi kembalika, makin buruk ini aplikasi ovo",1,3.102.0,22/02/2024
aplikasi yg sangat membantu untuk transaksi online,5,3.102.0,22/02/2024
Kapok sama aplikasi ini,1,3.102.0,22/02/2024
"Gangguan, apk ga bisa dibuka.",1,3.102.0,22/02/2024
Kirim uang ke bank udah sukses tapi belum masuk sampai sekarang Payah ini aplikasi banyak merugikan bukan menguntungkan,1,3.102.0,22/02/2024
Mau transfer aja gak ke kirim2 padahal uang juga uang sendiri mau buat blanja malah ga bisa di transfer saldo udah kepotong. Habis itu aplikasi tidak bisa dibuka. Gak ada jaminan kayak aplikasi sebelah.,1,3.102.0,22/02/2024
"Transfer gagal proses, saldo berkurang tapi belum d kembalikan. Aplikasi payah sangat merugikan.",1,3.102.0,22/02/2024
"Baru saja kmren tgl 20 februari,melakukan transaksi saldo sdh kepotong ,di histori nya laporan berhasil tapi tidak sampai ke rekening tujuan.lah kok bisa .. trus ini bagaimana tindakanya?pdhal sdh menghubungi CS ovo nya",1,3.102.0,22/02/2024
jelekkk lelet gajelas bintang 1,1,3.102.0,22/02/2024
Sangat membantu klo bisa di sesimple mungkin akses nya,5,3.102.0,22/02/2024
"Daftar awal setelah kode ferifikasi tulis nama pengguna kenapa stuck disitu2 terus pdhl ngk lagi ngelag keyboard nya tapi apk nya ngk mau jalan macet,udah di restart dll gabisa,ada yg ngalamin juga ngk",1,3.102.0,21/02/2024
Sampai saat ini uang transferan saya gada kembali . Parah bgt ni,1,3.102.0,21/02/2024
"Padahal baru daftar , kenapa pas pengisian email gagal terus",1,3.102.0,21/02/2024
Kenapa transaksi saya proses nya lama sekali,1,3.102.0,21/02/2024
"Bos akun ovo saya sudah terblokir,,,gimana caranya untuk mengaktifkan lagi,,mohon bantuannya boss,,🙏🙏🙏",5,3.102.0,21/02/2024
Bagus... Sangat membantu,5,3.102.0,21/02/2024
bgus tapi kadang susah,5,3.102.0,21/02/2024
ovo ini lemot banget dalam transfer suka gagal tololl,2,3.102.0,21/02/2024
Aplikasi aneh ngirim pake qris malah ga bisa,1,3.102.0,21/02/2024
"Apk gak jelas, masa iya saya transfer dari aplikasi ovo ke apk dana senilai 150.000 uang sudah terpotong tapi di apk dana uang tidakmasuk.",1,3.102.0,21/02/2024
Lebih ringan membawa uang sangat membabtu,5,3.102.0,21/02/2024
Ganguan terus mau trasfer juga lama tidak recomen mana potongan lumayan,1,3.102.0,21/02/2024
Gampang buat transaksi pembayaran,5,3.102.0,21/02/2024
Gagal mulu transfernya,1,3.102.0,21/02/2024
Makin ga jelas disuruh ke premier setiap mau foto ktp jadinya ngeblur .,1,3.102.0,21/02/2024
Saya sangat senang sekali atas adanya 0v0 sangan membatu,5,3.102.0,21/02/2024
sangat menyenangkan,5,3.102.0,21/02/2024
Kenapa setiap mau melakukan transaksi gagal2 terus Ini aplikasi apa sih,1,3.102.0,21/02/2024
"peninjauan masalah berbelit belit dan ga bisa diselesaikan, respon cs dan email ga singkron, sejelek itu, kecewa sama sistemnya, JELEK, stop ngirimin pesan auto ga jelas sebelum liat isi email, keliatan ga profesional",1,3.102.0,21/02/2024
mudah cepat aman,5,3.102.0,21/02/2024
"Ini ovo kenapa ya...? Asal transaksi ga bisa,keluar gagal memuat konten terus. Terus kalo kirim ke sesama ovo malah kembali lagi padahal udah pencet tombol bayar dan udah isi kodenya tpi malah kembali lagi. Tolonglah ovo perbaiki bug nya Saldo saya jadi nyangkut di situ.",1,3.102.0,21/02/2024
Gak bisa login lantaran aplikasi sudah di modifikasi .. perasaan saya download aplikasi asli dari playstore .. harus download di appstore,1,3.102.0,21/02/2024
"knp ssh banget yaa,,,, padha wkt pmbyrn msh ad 30 dtk.lg"" gagal... lbh dr 10×.pktn bru diisi",1,3.102.0,21/02/2024
Aplikasi gak niat dibuat ya gini jadinya setiap mau tarik tunai loading nya lama banget padahal sinyal kuota bagus dipakai ke semua apk lainnya bisa cman ni aplikasi yg GK bisa benerin la ovo update kek benerin,1,3.102.0,21/02/2024
"aplikasi tidak jelas tiba"" akun saya di blokir padahal dalem nya masih ada saldo ..udah minta laporan ke csovo tetap saja tidak ada respon",1,3.102.0,21/02/2024
Mau logon aja susa,1,3.102.0,21/02/2024
"Aplikasi tidak bermutu, sudah di email, di telp dikasih bukti yang valid. Saldo tetap aja hilang. Saldo Rp 150000 hilang entah kemana, pulsa nelp bolak balik sampe habis entah berapa. Makan tuh duit,..",1,3.102.0,21/02/2024
Balikin saldo gua 252500 gua transfer ke BCA saldo terpotong tapi proses mulu balikin duit gua woy,1,3.102.0,21/02/2024
"Kocak,setelah lama vakum dan mau masuk kembali ke akun ovo,yg diminta aplikasi klik link verified yg dikirim ke watsap,sedangkan yg dikirim ke watsap adalah OTP bukan link verifikasi.selalu begitu gak pernah bisa2 masuk kembali ke akun.",1,3.102.0,21/02/2024
