content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative
terbaik terima kasih banyak belum sampai setahun pakai kredit sudah dinaikkin,5,2024-05-27,"['terbaik', 'terima', 'kasih', 'setahun', 'pakai', 'kredit', 'dinaikkin']",baik terima kasih tahun pakai kredit dinaikkin,terbaik terima kasih setahun pakai kredit dinaikkin,2024-05,POSITIVE,0,0
bagus sangat membantu cuma ini tiba limit saya turun jauh banget dari 8jt jadi 3jt,5,2024-05-07,"['bagus', 'membantu', 'limit', 'turun', 'banget', '8jt', '3jt']",bagus bantu limit turun banget 8jt 3jt,bagus membantu limit turun banget 8jt 3jt,2024-05,NEGATIVE,0,0
bagus banget sering transaksi tidak setujui score turun pdhal bayar tagihan tidak pernah terlambat,5,2024-05-20,"['bagus', 'banget', 'transaksi', 'setujui', 'score', 'turun', 'pdhal', 'bayar', 'tagihan', 'terlambat']",bagus banget transaksi tuju score turun pdhal bayar tagih lambat,bagus banget transaksi setujui score turun pdhal bayar tagihan terlambat,2024-05,POSITIVE,0,0
baru daftar langsung acc pinjaman uang dan barang mantap sekali,5,2024-05-16,"['daftar', 'langsung', 'acc', 'pinjaman', 'uang', 'barang', 'mantap']",daftar langsung acc pinjam uang barang mantap,daftar langsung acc pinjaman uang barang mantap,2024-05,POSITIVE,0,0
sampah bayar sebelum jatuh temponya bahkan turun limitnya terus bayar later sudah bisa pakai,1,2024-05-25,"['sampah', 'bayar', 'jatuh', 'temponya', 'turun', 'limitnya', 'bayar', 'later', 'pakai']",sampah bayar jatuh tempo turun limit bayar later pakai,sampah bayar jatuh temponya turun limitnya bayar later pakai,2024-05,NEGATIVE,0,0
pengajuan tolak hahahaha padahal spinjam saya saja limit sudah juta otomatis uninstall hahahaha,1,2024-05-28,"['pengajuan', 'tolak', 'hahahaha', 'spinjam', 'limit', 'juta', 'otomatis', 'uninstall', 'hahahaha']",aju tolak hahahaha spinjam limit juta otomatis uninstall hahahaha,pengajuan tolak hahahaha spinjam limit juta otomatis uninstall hahahaha,2024-05,NEGATIVE,0,0
sulit acc padahal data bagus jadi bisa buat kebutuhan mendesak,3,2024-05-22,"['sulit', 'acc', 'data', 'bagus', 'kebutuhan', 'mendesak']",sulit acc data bagus butuh desak,sulit acc data bagus kebutuhan mendesak,2024-05,NEGATIVE,0,0
sangat membantu dalam setiap pembelanjaan daring mudah pembayarannya,5,2024-05-20,"['membantu', 'pembelanjaan', 'daring', 'mudah', 'pembayarannya']",bantu belanja daring mudah bayar,membantu pembelanjaan daring mudah pembayarannya,2024-05,POSITIVE,0,0
sangat membantu usaha saya terima kasih indodana,5,2024-05-20,"['membantu', 'usaha', 'terima', 'kasih', 'indodana']",bantu usaha terima kasih indodana,membantu usaha terima kasih indodana,2024-05,POSITIVE,0,0
semoga sukses tambah berkah semakin hebat dengan peningkatan pelayanannya engan sgl layanan pembaruannya,5,2024-05-11,"['semoga', 'sukses', 'berkah', 'hebat', 'peningkatan', 'pelayanannya', 'engan', 'sgl', 'layanan', 'pembaruannya']",moga sukses berkah hebat tingkat layan engan sgl layan baru,semoga sukses berkah hebat peningkatan pelayanannya engan sgl layanan pembaruannya,2024-05,POSITIVE,0,0
bagus banget dan barangnya mantap pokoknya mantap deh akulaku,5,2024-05-13,"['bagus', 'banget', 'barangnya', 'mantap', 'pokoknya', 'mantap', 'deh', 'akulaku']",bagus banget barang mantap pokok mantap deh akulaku,bagus banget barangnya mantap pokoknya mantap deh akulaku,2024-05,POSITIVE,0,0
sangat membantu dikala kita terpepet soal belanja dan keuangan,5,2024-05-09,"['membantu', 'dikala', 'terpepet', 'belanja', 'keuangan']",bantu kala pepet belanja uang,membantu dikala terpepet belanja keuangan,2024-05,POSITIVE,0,0
saya bayar tidak pernah terlambat tapi paylater sama pinjaman bahkan tidak bisa pakai,1,2024-05-07,"['bayar', 'terlambat', 'paylater', 'pinjaman', 'pakai']",bayar lambat paylater pinjam pakai,bayar terlambat paylater pinjaman pakai,2024-05,POSITIVE,0,0
pengajuannya cepat aplikasi nya mudah difahami semoga pengajuan saya setujui,5,2024-05-22,"['pengajuannya', 'cepat', 'aplikasi', 'nya', 'mudah', 'difahami', 'semoga', 'pengajuan', 'setujui']",aju cepat aplikasi nya mudah difahami moga aju tuju,pengajuannya cepat aplikasi nya mudah difahami semoga pengajuan setujui,2024-05,POSITIVE,0,0
semoga pengajuan saya berhasil dan semoga sukses selalu,4,2024-05-04,"['semoga', 'pengajuan', 'berhasil', 'semoga', 'sukses']",moga aju hasil moga sukses,semoga pengajuan berhasil semoga sukses,2024-05,POSITIVE,0,0
ada masalah aplikasinya naik tenor sisa limit jadi bertanya jawaban template mulu mengerti permasalan,1,2024-05-28,"['aplikasinya', 'tenor', 'sisa', 'limit', 'template', 'mulu', 'mengerti', 'permasalan']",aplikasi tenor sisa limit template mulu erti permasalan,aplikasinya tenor sisa limit template mulu mengerti permasalan,2024-05,NEGATIVE,0,0
bayar sebelum japo bahkan enggak bisa ngajuin lagi aplikasi aneh kalau ada perubahan baru bintang,1,2024-05-30,"['bayar', 'japo', 'ngajuin', 'aplikasi', 'aneh', 'perubahan', 'bintang']",bayar japo ngajuin aplikasi aneh ubah bintang,bayar japo ngajuin aplikasi aneh perubahan bintang,2024-05,NEGATIVE,0,0
referensi dari teman pengajuan mudah dan cepat,5,2024-05-04,"['referensi', 'teman', 'pengajuan', 'mudah', 'cepat']",referensi teman aju mudah cepat,referensi teman pengajuan mudah cepat,2024-05,POSITIVE,0,0
boo ini tidak tagihan tapi tidak bisa gna ana cicil,1,2024-05-22,"['boo', 'tagihan', 'gna', 'ana', 'cicil']",boo tagih gna ana cicil,boo tagihan gna ana cicil,2024-05,NEGATIVE,0,0
habis bayar tagihan kok skor kredit jadi tolol,5,2024-05-27,"['habis', 'bayar', 'tagihan', 'skor', 'kredit', 'tolol']",habis bayar tagih skor kredit tolol,habis bayar tagihan skor kredit tolol,2024-05,NEGATIVE,0,0
aplikasi bagus tetapi sayang kalau pinjam uang tenor cuma bulan cicilan bikin miskin,3,2024-05-22,"['aplikasi', 'bagus', 'sayang', 'pinjam', 'uang', 'tenor', 'cicilan', 'bikin', 'miskin']",aplikasi bagus sayang pinjam uang tenor cicil bikin miskin,aplikasi bagus sayang pinjam uang tenor cicilan bikin miskin,2024-05,NEGATIVE,0,0
terima kasih karena sangat membantu untuk keluarga saya solusi tepat untuk awal bulan,5,2024-05-03,"['terima', 'kasih', 'membantu', 'keluarga', 'solusi']",terima kasih bantu keluarga solusi,terima kasih membantu keluarga solusi,2024-05,POSITIVE,0,0
membantu kala butuh dana dadakan pencairan tidak bertele tele,5,2024-05-19,"['membantu', 'butuh', 'dana', 'dadakan', 'pencairan', 'bertele', 'tele']",bantu butuh dana dadak cair tele tele,membantu butuh dana dadakan pencairan bertele tele,2024-05,POSITIVE,0,0
terlambat sehari denda teror telponin terus sampai bayar saya kecewa,1,2024-05-14,"['terlambat', 'sehari', 'denda', 'teror', 'telponin', 'bayar', 'kecewa']",lambat hari denda teror telponin bayar kecewa,terlambat sehari denda teror telponin bayar kecewa,2024-05,NEGATIVE,0,0
mantap pengajuan pinjaman gampang dan mudah,5,2024-05-17,"['mantap', 'pengajuan', 'pinjaman', 'gampang', 'mudah']",mantap aju pinjam gampang mudah,mantap pengajuan pinjaman gampang mudah,2024-05,POSITIVE,0,0
maaf baru bisa bayar sekarang dikarnakan dahulu hilang lupa akun murah banget bunganya setahun,5,2024-05-22,"['maaf', 'bayar', 'dikarnakan', 'hilang', 'lupa', 'akun', 'murah', 'banget', 'bunganya', 'setahun']",maaf bayar dikarnakan hilang lupa akun murah banget bunga tahun,maaf bayar dikarnakan hilang lupa akun murah banget bunganya setahun,2024-05,POSITIVE,0,0
aplikasi nya membantu banget pas lagi butuh solusinya,5,2024-05-18,"['aplikasi', 'nya', 'membantu', 'banget', 'pas', 'butuh', 'solusinya']",aplikasi nya bantu banget pas butuh solusi,aplikasi nya membantu banget pas butuh solusinya,2024-05,POSITIVE,0,0
saya tidak punya tagihan pun dispam telpon sama nomor tidak dikenal mengganggu sekali,1,2024-05-30,"['tagihan', 'dispam', 'telpon', 'nomor', 'dikenal', 'mengganggu']",tagih dispam telpon nomor kenal ganggu,tagihan dispam telpon nomor dikenal mengganggu,2024-05,NEGATIVE,0,0
saya kasih dulu klau bnar dacc tmbhkn bntng lgy,3,2024-05-01,"['kasih', 'klau', 'bnar', 'dacc', 'tmbhkn', 'bntng', 'lgy']",kasih klau bnar dacc tmbhkn bntng lgy,kasih klau bnar dacc tmbhkn bntng lgy,2024-05,POSITIVE,0,0
kasih bintang full walaupun cuma permainkan menungu bulan setiap pengajuan gagal sangat kecewa,5,2024-05-30,"['kasih', 'bintang', 'full', 'permainkan', 'menungu', 'pengajuan', 'gagal', 'kecewa']",kasih bintang full main tungu aju gagal kecewa,kasih bintang full permainkan menungu pengajuan gagal kecewa,2024-05,NEGATIVE,0,0
kdrivo payah masa tidak bisa pinjem uang beli pulsa tidak bisa saya kecewa,1,2024-05-21,"['kdrivo', 'payah', 'pinjem', 'uang', 'beli', 'pulsa', 'kecewa']",kdrivo payah pinjem uang beli pulsa kecewa,kdrivo payah pinjem uang beli pulsa kecewa,2024-05,NEGATIVE,0,0
tolak pinjaman awas kalau sampai data saya salah gunakan mulai ini saya unistal,1,2024-05-12,"['tolak', 'pinjaman', 'awas', 'data', 'salah', 'unistal']",tolak pinjam awas data salah unistal,tolak pinjaman awas data salah unistal,2024-05,NEGATIVE,0,0
sudah pinjaman pertama bayar sblum jatoh tempo pas pengajuan lagi tidak bisa parah ini mah,5,2024-05-01,"['pinjaman', 'bayar', 'sblum', 'jatoh', 'tempo', 'pas', 'pengajuan', 'parah', 'mah']",pinjam bayar sblum jatoh tempo pas aju parah mah,pinjaman bayar sblum jatoh tempo pas pengajuan parah mah,2024-05,NEGATIVE,0,0
sangat membantu sekali disaat dibutuhkan terima kasih semoga jaya,5,2024-05-11,"['membantu', 'disaat', 'dibutuhkan', 'terima', 'kasih', 'semoga', 'jaya']",bantu saat butuh terima kasih moga jaya,membantu disaat dibutuhkan terima kasih semoga jaya,2024-05,POSITIVE,0,0
selalau tolakk padahal aku bakaln gantii ribu saja akupinjam,3,2024-05-26,"['selalau', 'tolakk', 'bakaln', 'gantii', 'ribu', 'akupinjam']",lalau tolakk bakaln ganti ribu akupinjam,selalau tolakk bakaln gantii ribu akupinjam,2024-05,NEGATIVE,0,0
semoga bermanfaat untuk kalangan menengah kebawah simpel,5,2024-05-19,"['semoga', 'bermanfaat', 'kalangan', 'menengah', 'kebawah', 'simpel']",moga manfaat kalang tengah bawah simpel,semoga bermanfaat kalangan menengah kebawah simpel,2024-05,POSITIVE,0,0
kalau bisa cicilan bunga rendahkan lagi biar nambah banyak peminat dan makin maju kredivo,5,2024-05-13,"['cicilan', 'bunga', 'rendahkan', 'biar', 'nambah', 'peminat', 'maju', 'kredivo']",cicil bunga rendah biar nambah minat maju kredivo,cicilan bunga rendahkan biar nambah peminat maju kredivo,2024-05,NEGATIVE,0,0
mudaha mudahan acc bang butu kali dana,5,2024-05-06,"['mudaha', 'mudahan', 'acc', 'bang', 'butu', 'kali', 'dana']",mudaha mudah acc bang butu kali dana,mudaha mudahan acc bang butu kali dana,2024-05,POSITIVE,0,0
aftar selalu tolak jelas mengambil data orang saja,1,2024-05-06,"['aftar', 'tolak', 'mengambil', 'data', 'orang']",aftar tolak ambil data orang,aftar tolak mengambil data orang,2024-05,NEGATIVE,0,0
membantu sih sementara ini semoga kedepan tetap konsisten,5,2024-05-01,"['membantu', 'sih', 'semoga', 'kedepan', 'konsisten']",bantu sih moga depan konsisten,membantu sih semoga kedepan konsisten,2024-05,POSITIVE,0,0
kecewa sama padahal terlambat bayar tepat waktu tapi bahkan limit dikurangi,2,2024-05-31,"['kecewa', 'terlambat', 'bayar', 'limit', 'dikurangi']",kecewa lambat bayar limit kurang,kecewa terlambat bayar limit dikurangi,2024-05,NEGATIVE,0,0
paylaternya tidak bisa gunakan tapi limitnya tetap potong tolong perbaikan lagi sistemnya,1,2024-05-01,"['paylaternya', 'limitnya', 'potong', 'tolong', 'perbaikan', 'sistemnya']",paylaternya limit potong tolong baik sistem,paylaternya limitnya potong tolong perbaikan sistemnya,2024-05,NEGATIVE,0,0
sangat membantu sekali buat kita membutuh akan untuk berbagai kebutuhan trimaksih kredivo,5,2024-05-17,"['membantu', 'membutuh', 'kebutuhan', 'trimaksih', 'kredivo']",bantu butuh butuh trimaksih kredivo,membantu membutuh kebutuhan trimaksih kredivo,2024-05,POSITIVE,0,0
mau belanja tokopedia susah banget cicilan sudah krja sama ya,2,2024-05-05,"['belanja', 'tokopedia', 'susah', 'banget', 'cicilan', 'krja', 'ya']",belanja tokopedia susah banget cicil krja ya,belanja tokopedia susah banget cicilan krja ya,2024-05,NEGATIVE,0,0
terima kasih telah membantu saya mudahan tambah jaya,5,2024-05-09,"['terima', 'kasih', 'membantu', 'mudahan', 'jaya']",terima kasih bantu mudah jaya,terima kasih membantu mudahan jaya,2024-05,POSITIVE,0,0
suka dengan aplikasi sangat membantu untuk bisa kredit cicilan terima kasih,5,2024-05-05,"['suka', 'aplikasi', 'membantu', 'kredit', 'cicilan', 'terima', 'kasih']",suka aplikasi bantu kredit cicil terima kasih,suka aplikasi membantu kredit cicilan terima kasih,2024-05,POSITIVE,0,0
bunga ringan cicilan murah batas waktu lama,5,2024-05-26,"['bunga', 'ringan', 'cicilan', 'murah', 'batas']",bunga ringan cicil murah batas,bunga ringan cicilan murah batas,2024-05,NEGATIVE,0,0
paling terbaik mnurut diantara lain semoga smkin berkembang depannya,5,2024-05-06,"['terbaik', 'mnurut', 'semoga', 'smkin', 'berkembang', 'depannya']",baik mnurut moga smkin kembang depan,terbaik mnurut semoga smkin berkembang depannya,2024-05,POSITIVE,0,0
sangat bagus sekali proses pengajuan cepat terima kasih indodana,5,2024-05-01,"['bagus', 'proses', 'pengajuan', 'cepat', 'terima', 'kasih', 'indodana']",bagus proses aju cepat terima kasih indodana,bagus proses pengajuan cepat terima kasih indodana,2024-05,POSITIVE,0,0
aplikasi bodoh berguna ata saya bagus begitu mengajukan langsung tolak,1,2024-05-13,"['aplikasi', 'bodoh', 'berguna', 'ata', 'bagus', 'mengajukan', 'langsung', 'tolak']",aplikasi bodoh guna ata bagus aju langsung tolak,aplikasi bodoh berguna ata bagus mengajukan langsung tolak,2024-05,NEGATIVE,0,0
aplikasi tidak jelas lunasin bahkan bisa pinjam lagi rsakk chh,1,2024-05-07,"['aplikasi', 'lunasin', 'pinjam', 'rsakk', 'chh']",aplikasi lunasin pinjam rsakk chh,aplikasi lunasin pinjam rsakk chh,2024-05,NEGATIVE,0,0
sangat membantu tapi kenapa ya punya bisa kridit sejenis barang hanya bisa gunakan pinjema,5,2024-05-07,"['membantu', 'ya', 'kridit', 'sejenis', 'barang', 'pinjema']",bantu ya kridit jenis barang pinjema,membantu ya kridit sejenis barang pinjema,2024-05,NEGATIVE,0,0
sangat membantu sekli pengisian mudah persetujuan cepat kredivo,5,2024-05-13,"['membantu', 'sekli', 'pengisian', 'mudah', 'persetujuan', 'cepat', 'kredivo']",bantu sekli isi mudah tuju cepat kredivo,membantu sekli pengisian mudah persetujuan cepat kredivo,2024-05,POSITIVE,0,0
sangat puas walaupun ditolak terus pengajuan cixilan barang,5,2024-05-26,"['puas', 'ditolak', 'pengajuan', 'cixilan', 'barang']",puas tolak aju cixilan barang,puas ditolak pengajuan cixilan barang,2024-05,POSITIVE,0,0
terima kasih you dengan adanya tambahan limit saya bisa perbaikan rumah,5,2024-05-07,"['terima', 'kasih', 'you', 'tambahan', 'limit', 'perbaikan', 'rumah']",terima kasih you tambah limit baik rumah,terima kasih you tambahan limit perbaikan rumah,2024-05,POSITIVE,0,0
saya selalu mengajukan tidak pernah acc tolong data saya hapus,1,2024-05-21,"['mengajukan', 'acc', 'tolong', 'data', 'hapus']",aju acc tolong data hapus,mengajukan acc tolong data hapus,2024-05,NEGATIVE,0,0
terima kasih sudah membantu kebutuhan sehari hari love you,5,2024-05-23,"['terima', 'kasih', 'membantu', 'kebutuhan', 'sehari', 'love', 'you']",terima kasih bantu butuh hari love you,terima kasih membantu kebutuhan sehari love you,2024-05,POSITIVE,0,0
proses sangat cepat suka sekali pakai krdivo,5,2024-05-28,"['proses', 'cepat', 'suka', 'pakai', 'krdivo']",proses cepat suka pakai krdivo,proses cepat suka pakai krdivo,2024-05,POSITIVE,0,0
bayar tidak pernah terlambat padahal tapi tolak tidak pernah acc hadeuh,1,2024-05-02,"['bayar', 'terlambat', 'tolak', 'acc', 'hadeuh']",bayar lambat tolak acc hadeuh,bayar terlambat tolak acc hadeuh,2024-05,POSITIVE,0,0
bagus sangat membantu dalam keadaan darurat dalam kebutuhan mkasih tambah maju selalu,5,2024-05-17,"['bagus', 'membantu', 'darurat', 'kebutuhan', 'mkasih', 'maju']",bagus bantu darurat butuh mkasih maju,bagus membantu darurat kebutuhan mkasih maju,2024-05,POSITIVE,0,0
tidak tarik 5nya bayar rutin tahu limit digunakan,1,2024-05-03,"['tarik', '5nya', 'bayar', 'rutin', 'limit']",tarik 5nya bayar rutin limit,tarik 5nya bayar rutin limit,2024-05,NEGATIVE,0,0
sangat membantu ringan dan rumit cocok untuk urgent apa pun thnks kreadivo ilove,5,2024-05-30,"['membantu', 'ringan', 'rumit', 'cocok', 'urgent', 'thnks', 'kreadivo', 'ilove']",bantu ringan rumit cocok urgent thnks kreadivo ilove,membantu ringan rumit cocok urgent thnks kreadivo ilove,2024-05,POSITIVE,0,0
bayar pernah terlambat pas mau ngajuin bisa payahh,1,2024-05-08,"['bayar', 'terlambat', 'pas', 'ngajuin', 'payahh']",bayar lambat pas ngajuin payahh,bayar terlambat pas ngajuin payahh,2024-05,NEGATIVE,0,0
peretasan akun hati limit habis tidak tersisa,1,2024-05-09,"['peretasan', 'akun', 'hati', 'limit', 'habis', 'tersisa']",retas akun hati limit habis sisa,peretasan akun hati limit habis tersisa,2024-05,NEGATIVE,0,0
ini memang sungguh sangat membantu keuangan pokok terbaik,5,2024-05-18,"['sungguh', 'membantu', 'keuangan', 'pokok', 'terbaik']",sungguh bantu uang pokok baik,sungguh membantu keuangan pokok terbaik,2024-05,POSITIVE,0,0
yang sangat bagus pengajuan yang sangat mudah cepat dan aman,5,2024-05-12,"['bagus', 'pengajuan', 'mudah', 'cepat', 'aman']",bagus aju mudah cepat aman,bagus pengajuan mudah cepat aman,2024-05,POSITIVE,0,0
akun limit tidak bisa di pakai kanapa ya,2,2024-05-20,"['akun', 'limit', 'pakai', 'kanapa', 'ya']",akun limit pakai kanapa ya,akun limit pakai kanapa ya,2024-05,NEGATIVE,0,0
belum mencoba sih semoga bagus membantu,1,2024-05-27,"['mencoba', 'sih', 'semoga', 'bagus', 'membantu']",coba sih moga bagus bantu,mencoba sih semoga bagus membantu,2024-05,POSITIVE,0,0
sangat membantu tetapi sayang sudah dilunasi pinjaman bahkan diblokir,5,2024-05-05,"['membantu', 'sayang', 'dilunasi', 'pinjaman', 'diblokir']",bantu sayang lunas pinjam blokir,membantu sayang dilunasi pinjaman diblokir,2024-05,NEGATIVE,0,0
tidak jelas tidak penah terlambat tidak pernah galbay tiba akun blokir permanen tidak mantap,1,2024-05-19,"['penah', 'terlambat', 'galbay', 'akun', 'blokir', 'permanen', 'mantap']",penah lambat galbay akun blokir permanen mantap,penah terlambat galbay akun blokir permanen mantap,2024-05,NEGATIVE,0,0
bagus sih tapi sayang sekali terlambat tidak bisa pinjaman lagi,4,2024-05-20,"['bagus', 'sih', 'sayang', 'terlambat', 'pinjaman']",bagus sih sayang lambat pinjam,bagus sih sayang terlambat pinjaman,2024-05,POSITIVE,0,0
awal dapat limit kecil cuma ribu padahal lancar bayar tapi tidak apa apa asal bertahap naik,5,2024-05-15,"['limit', 'ribu', 'lancar', 'bayar', 'bertahap']",limit ribu lancar bayar tahap,limit ribu lancar bayar bertahap,2024-05,NEGATIVE,0,0
saya sudah bayar tagihan tetapi tidak kasih lagi untuk meminjam payahh,5,2024-05-03,"['bayar', 'tagihan', 'kasih', 'meminjam', 'payahh']",bayar tagih kasih pinjam payahh,bayar tagihan kasih meminjam payahh,2024-05,NEGATIVE,0,0
payah aplikasi nya selesai dilunasi tapi blokir hadeeh,1,2024-05-15,"['payah', 'aplikasi', 'nya', 'selesai', 'dilunasi', 'blokir', 'hadeeh']",payah aplikasi nya selesai lunas blokir hadeeh,payah aplikasi nya selesai dilunasi blokir hadeeh,2024-05,NEGATIVE,0,0
