content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative,rating_sentiment
dua kalinya pinjam disini sangat membantu saat urgen semoga tetap amanah terima kasih,4,2023-10-13,"['kalinya', 'pinjam', 'membantu', 'urgen', 'semoga', 'amanah', 'terima', 'kasih']",kali pinjam bantu urgen moga amanah terima kasih,kalinya pinjam membantu urgen semoga amanah terima kasih,2023-10,POSITIVE,1,0,POSITIVE
beberapa bulan memakai ini manfaatnya sudah lumayan mohon untuk bunganya diturunkan kembali,5,2023-10-25,"['memakai', 'manfaatnya', 'lumayan', 'mohon', 'bunganya', 'diturunkan']",pakai manfaat lumayan mohon bunga turun,memakai manfaatnya lumayan mohon bunganya diturunkan,2023-10,POSITIVE,1,0,POSITIVE
keren pas banget nih sangat membantu dengan bunga nol rupiah,5,2023-10-03,"['keren', 'pas', 'banget', 'nih', 'membantu', 'bunga', 'nol', 'rupiah']",keren pas banget nih bantu bunga nol rupiah,keren pas banget nih membantu bunga nol rupiah,2023-10,POSITIVE,1,0,POSITIVE
sudah kali dan hasil sangat puas insyaallah amanah dan mengecewakan,5,2023-10-03,"['kali', 'hasil', 'puas', 'insyaallah', 'amanah', 'mengecewakan']",kali hasil puas insyaallah amanah kecewa,kali hasil puas insyaallah amanah mengecewakan,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu saat adaan darurat dana mkasih aku lakukan sukses selalu,5,2023-10-17,"['membantu', 'adaan', 'darurat', 'dana', 'mkasih', 'lakukan', 'sukses']",bantu ada darurat dana mkasih laku sukses,membantu adaan darurat dana mkasih lakukan sukses,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu dalam segala hal sangat puas semoga semakin maju sukses,5,2023-10-17,"['membantu', 'puas', 'semoga', 'maju', 'sukses']",bantu puas moga maju sukses,membantu puas semoga maju sukses,2023-10,POSITIVE,1,0,POSITIVE
aplikasi bangkrut jangan mau unduh aplikasi ini tidak akan acc limited kredit pengjuan nya,1,2023-10-27,"['aplikasi', 'bangkrut', 'unduh', 'aplikasi', 'acc', 'limited', 'kredit', 'pengjuan', 'nya']",aplikasi bangkrut unduh aplikasi acc limited kredit pengjuan nya,aplikasi bangkrut unduh aplikasi acc limited kredit pengjuan nya,2023-10,NEGATIVE,0,1,NEGATIVE
kenapa minggu ini tidak dapat melakukan semua transaksi padahal limit ada pembayaran tepat waktu heran,1,2023-10-15,"['minggu', 'transaksi', 'limit', 'pembayaran', 'heran']",minggu transaksi limit bayar heran,minggu transaksi limit pembayaran heran,2023-10,NEGATIVE,0,1,NEGATIVE
terima kasih untuk paylater cuma kenapa pinjaman dana selalu verifikasi terus selama minggu,5,2023-10-16,"['terima', 'kasih', 'paylater', 'pinjaman', 'dana', 'verifikasi', 'minggu']",terima kasih paylater pinjam dana verifikasi minggu,terima kasih paylater pinjaman dana verifikasi minggu,2023-10,POSITIVE,1,0,POSITIVE
limit saya tidak bisa dipakai transaksi dengan alasan status transaksi tidak sah membingungkan sekarang,1,2023-10-20,"['limit', 'dipakai', 'transaksi', 'alasan', 'status', 'transaksi', 'sah', 'membingungkan']",limit pakai transaksi alas status transaksi sah bingung,limit dipakai transaksi alasan status transaksi sah membingungkan,2023-10,NEGATIVE,0,1,NEGATIVE
sangat bagus aplikasi nya dan sangat memudahkan saat bertransaksi,5,2023-10-19,"['bagus', 'aplikasi', 'nya', 'memudahkan', 'bertransaksi']",bagus aplikasi nya mudah transaksi,bagus aplikasi nya memudahkan bertransaksi,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu buat yang ingin kredit dan barang electronic lainya akulaku,5,2023-10-13,"['membantu', 'kredit', 'barang', 'electronic', 'lainya', 'akulaku']",bantu kredit barang electronic lai akulaku,membantu kredit barang electronic lainya akulaku,2023-10,POSITIVE,1,0,POSITIVE
terima kasih sudah membantu kami play later bunganya kecilin lagi,5,2023-10-31,"['terima', 'kasih', 'membantu', 'play', 'later', 'bunganya', 'kecilin']",terima kasih bantu play later bunga kecilin,terima kasih membantu play later bunganya kecilin,2023-10,POSITIVE,1,0,POSITIVE
sangat cepat dan membantu banget terima kasihh,5,2023-10-20,"['cepat', 'membantu', 'banget', 'terima', 'kasihh']",cepat bantu banget terima kasihh,cepat membantu banget terima kasihh,2023-10,POSITIVE,1,0,POSITIVE
terbaik tanpa rumit dan sangat membantu masalah keuangan urgensi,5,2023-10-19,"['terbaik', 'rumit', 'membantu', 'keuangan', 'urgensi']",baik rumit bantu uang urgensi,terbaik rumit membantu keuangan urgensi,2023-10,POSITIVE,1,0,POSITIVE
mau buka kembali akun nghubungi respons sama sekali payah,1,2023-10-07,"['buka', 'akun', 'nghubungi', 'respons', 'payah']",buka akun nghubungi respons payah,buka akun nghubungi respons payah,2023-10,NEGATIVE,0,1,NEGATIVE
sangat mudah dan sangat membantu saat butuh dana darurat,5,2023-10-26,"['mudah', 'membantu', 'butuh', 'dana', 'darurat']",mudah bantu butuh dana darurat,mudah membantu butuh dana darurat,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu keuangan kami tidak perlu rumit beli pulsa listrik ada semua disini,5,2023-10-06,"['membantu', 'keuangan', 'rumit', 'beli', 'pulsa', 'listrik']",bantu uang rumit beli pulsa listrik,membantu keuangan rumit beli pulsa listrik,2023-10,POSITIVE,1,0,POSITIVE
sangat memudahkan segala urusan kredit maupun transaksi terima kasih kredivo,5,2023-10-14,"['memudahkan', 'urusan', 'kredit', 'transaksi', 'terima', 'kasih', 'kredivo']",mudah urus kredit transaksi terima kasih kredivo,memudahkan urusan kredit transaksi terima kasih kredivo,2023-10,POSITIVE,1,0,POSITIVE
alhamdulillah selma pemkaiyan ini aman sangat membantu,5,2023-10-17,"['alhamdulillah', 'selma', 'pemkaiyan', 'aman', 'membantu']",alhamdulillah selma pemkaiyan aman bantu,alhamdulillah selma pemkaiyan aman membantu,2023-10,POSITIVE,1,0,POSITIVE
semoga selalu menjadi langganan dan bisa menolong orang yang sedang kesusaha,5,2023-10-21,"['semoga', 'langganan', 'menolong', 'orang', 'kesusaha']",moga langgan tolong orang kesusaha,semoga langganan menolong orang kesusaha,2023-10,POSITIVE,1,0,POSITIVE
bagus karena bunganya relatif rendah aman,5,2023-10-17,"['bagus', 'bunganya', 'relatif', 'rendah', 'aman']",bagus bunga relatif rendah aman,bagus bunganya relatif rendah aman,2023-10,POSITIVE,1,0,POSITIVE
sudah bayar walaupun terlambat berapa hari kok ojk bermasalah tahu begitu tidak bayar,1,2023-10-16,"['bayar', 'terlambat', 'ojk', 'bermasalah', 'bayar']",bayar lambat ojk masalah bayar,bayar terlambat ojk bermasalah bayar,2023-10,NEGATIVE,0,1,NEGATIVE
minggu belum waktu jatoh tempo sudah berisik neponin saja bikin kapok,1,2023-10-26,"['minggu', 'jatoh', 'tempo', 'berisik', 'neponin', 'bikin', 'kapok']",minggu jatoh tempo berisik neponin bikin kapok,minggu jatoh tempo berisik neponin bikin kapok,2023-10,NEGATIVE,0,1,NEGATIVE
tidak bisa dipakai padahal limit masih full pembayaran gagal terus tidak jelas,1,2023-10-12,"['dipakai', 'limit', 'full', 'pembayaran', 'gagal']",pakai limit full bayar gagal,dipakai limit full pembayaran gagal,2023-10,NEGATIVE,0,1,NEGATIVE
simpel mudah cepat dan aman juga bunga murah,5,2023-10-24,"['simpel', 'mudah', 'cepat', 'aman', 'bunga', 'murah']",simpel mudah cepat aman bunga murah,simpel mudah cepat aman bunga murah,2023-10,POSITIVE,1,0,POSITIVE
permudah pelanggan dalam pengajuan berbagai agar aku laku tetap terbaik untuk kami semua,5,2023-10-09,"['permudah', 'pelanggan', 'pengajuan', 'laku', 'terbaik']",mudah langgan aju laku baik,permudah pelanggan pengajuan laku terbaik,2023-10,POSITIVE,1,0,POSITIVE
terima kasih terbaik proses mudah dan cepat bunganya pun standar dan terjangkau,5,2023-10-03,"['terima', 'kasih', 'terbaik', 'proses', 'mudah', 'cepat', 'bunganya', 'standar', 'terjangkau']",terima kasih baik proses mudah cepat bunga standar jangkau,terima kasih terbaik proses mudah cepat bunganya standar terjangkau,2023-10,POSITIVE,1,0,POSITIVE
semoga cepat bisa mencairkan uang lagi jangan ditolak,5,2023-10-05,"['semoga', 'cepat', 'mencairkan', 'uang', 'ditolak']",moga cepat cair uang tolak,semoga cepat mencairkan uang ditolak,2023-10,POSITIVE,1,0,POSITIVE
bagus tapi kadang suka bisa buka aplikasi,4,2023-10-14,"['bagus', 'kadang', 'suka', 'buka', 'aplikasi']",bagus kadang suka buka aplikasi,bagus kadang suka buka aplikasi,2023-10,POSITIVE,1,0,POSITIVE
bayar cicilan pulsa saja pending paymant selama jam lelet sekali sekelas parah lola,1,2023-10-01,"['bayar', 'cicilan', 'pulsa', 'pending', 'paymant', 'jam', 'lelet', 'sekelas', 'parah', 'lola']",bayar cicil pulsa pending paymant jam lelet kelas parah lola,bayar cicilan pulsa pending paymant jam lelet sekelas parah lola,2023-10,NEGATIVE,0,1,NEGATIVE
bayar tepat waktu selanjut pengajuan ditolak taik,1,2023-10-24,"['bayar', 'selanjut', 'pengajuan', 'ditolak', 'taik']",bayar lanjut aju tolak taik,bayar selanjut pengajuan ditolak taik,2023-10,NEGATIVE,0,1,NEGATIVE
sangat membantu kalau bisa btas pnjman krdit tambah bulan begitu jangan cuma 1bln mksih,5,2023-10-14,"['membantu', 'btas', 'pnjman', 'krdit', '1bln', 'mksih']",bantu btas pnjman krdit 1bln mksih,membantu btas pnjman krdit 1bln mksih,2023-10,POSITIVE,1,0,POSITIVE
terima kasih pada semuanya pihak karena telah beri pinjaman lancar semoga pelunasan juga lancar,5,2023-10-23,"['terima', 'kasih', 'pinjaman', 'lancar', 'semoga', 'pelunasan', 'lancar']",terima kasih pinjam lancar moga lunas lancar,terima kasih pinjaman lancar semoga pelunasan lancar,2023-10,POSITIVE,1,0,POSITIVE
paling bagus sekali lebih mudah pinjaman aman dan awas oleh ojk terima kasih,5,2023-10-26,"['bagus', 'mudah', 'pinjaman', 'aman', 'awas', 'ojk', 'terima', 'kasih']",bagus mudah pinjam aman awas ojk terima kasih,bagus mudah pinjaman aman awas ojk terima kasih,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu saya proses cepat terima kasih banyak sudah menjadi bagian dari keluarga saya,5,2023-10-02,"['membantu', 'proses', 'cepat', 'terima', 'kasih', 'keluarga']",bantu proses cepat terima kasih keluarga,membantu proses cepat terima kasih keluarga,2023-10,POSITIVE,1,0,POSITIVE
sangat puas dan sangat membantu sekali terima kasih kredivo,5,2023-10-27,"['puas', 'membantu', 'terima', 'kasih', 'kredivo']",puas bantu terima kasih kredivo,puas membantu terima kasih kredivo,2023-10,POSITIVE,1,0,POSITIVE
terima kasih buat sudah kasih saya limit walaupun tidak gede bisa membantu saya,5,2023-10-16,"['terima', 'kasih', 'kasih', 'limit', 'gede', 'membantu']",terima kasih kasih limit gede bantu,terima kasih kasih limit gede membantu,2023-10,POSITIVE,1,0,POSITIVE
lancar jaya dan tinggal limitnya saja bisa terus ditingkatkan,5,2023-10-06,"['lancar', 'jaya', 'tinggal', 'limitnya', 'ditingkatkan']",lancar jaya tinggal limit tingkat,lancar jaya tinggal limitnya ditingkatkan,2023-10,POSITIVE,1,0,POSITIVE
sejauh ini selalu membantu dan tidak rumit semoga lancar truss,4,2023-10-23,"['membantu', 'rumit', 'semoga', 'lancar', 'truss']",bantu rumit moga lancar truss,membantu rumit semoga lancar truss,2023-10,POSITIVE,1,0,POSITIVE
sangat bermanfaat buat saya berguna buat kebutuhan saya pribadi tidak rumit mantap poko sangat membantu,5,2023-10-07,"['bermanfaat', 'berguna', 'kebutuhan', 'pribadi', 'rumit', 'mantap', 'poko', 'membantu']",manfaat guna butuh pribadi rumit mantap poko bantu,bermanfaat berguna kebutuhan pribadi rumit mantap poko membantu,2023-10,POSITIVE,1,0,POSITIVE
payleter lakulaku mantap dapat membantu lagi susah sukses buat laku,5,2023-10-02,"['payleter', 'lakulaku', 'mantap', 'membantu', 'susah', 'sukses', 'laku']",payleter lakulaku mantap bantu susah sukses laku,payleter lakulaku mantap membantu susah sukses laku,2023-10,POSITIVE,1,0,POSITIVE
bangkrut kalau tahu mau bangkrut saya galbay saja semua total juta ilunasi bisa kocak,1,2023-10-04,"['bangkrut', 'bangkrut', 'galbay', 'total', 'juta', 'ilunasi', 'kocak']",bangkrut bangkrut galbay total juta ilunasi kocak,bangkrut bangkrut galbay total juta ilunasi kocak,2023-10,NEGATIVE,0,1,NEGATIVE
oke mudah mudahan pengajuan pinjaman lancar karena persyaratan pun lancar dan dimudahkan,5,2023-10-21,"['oke', 'mudah', 'mudahan', 'pengajuan', 'pinjaman', 'lancar', 'persyaratan', 'lancar', 'dimudahkan']",oke mudah mudah aju pinjam lancar syarat lancar mudah,oke mudah mudahan pengajuan pinjaman lancar persyaratan lancar dimudahkan,2023-10,POSITIVE,1,0,POSITIVE
membantu sekali transaksi cepat mudah terima kasih,5,2023-10-24,"['membantu', 'transaksi', 'cepat', 'mudah', 'terima', 'kasih']",bantu transaksi cepat mudah terima kasih,membantu transaksi cepat mudah terima kasih,2023-10,POSITIVE,1,0,POSITIVE
semoga limit dan tenor ditambah sukses sellu,5,2023-10-26,"['semoga', 'limit', 'tenor', 'ditambah', 'sukses', 'sellu']",moga limit tenor tambah sukses sellu,semoga limit tenor ditambah sukses sellu,2023-10,POSITIVE,1,0,POSITIVE
sangat bagus membantu mudah digunakan bunga masuk akal tidak mencekik pokoke mantull,5,2023-10-14,"['bagus', 'membantu', 'mudah', 'bunga', 'masuk', 'akal', 'mencekik', 'pokoke', 'mantull']",bagus bantu mudah bunga masuk akal cekik pokoke mantull,bagus membantu mudah bunga masuk akal mencekik pokoke mantull,2023-10,POSITIVE,1,0,POSITIVE
baru sekali pinjam terus bayar tepat waktu lalu gagal pinjam lagi pdhal sudah beberapa bulan,1,2023-10-06,"['pinjam', 'bayar', 'gagal', 'pinjam', 'pdhal']",pinjam bayar gagal pinjam pdhal,pinjam bayar gagal pinjam pdhal,2023-10,NEGATIVE,0,1,NEGATIVE
payah percuma ada limit tetapi kebanyakan cingcong ini itu tidak bisa guna punya limit,1,2023-10-10,"['payah', 'limit', 'kebanyakan', 'cingcong', 'limit']",payah limit banyak cingcong limit,payah limit kebanyakan cingcong limit,2023-10,NEGATIVE,0,1,NEGATIVE
sekarang untuk upgrade saja susah bahkan setelah melakukan pelunasan akun tiba langsung blokir aneh,1,2023-10-05,"['upgrade', 'susah', 'pelunasan', 'akun', 'langsung', 'blokir', 'aneh']",upgrade susah lunas akun langsung blokir aneh,upgrade susah pelunasan akun langsung blokir aneh,2023-10,NEGATIVE,0,1,NEGATIVE
sangat membantu biaya prosesing benih padi sawah terim kasih indodana,4,2023-10-20,"['membantu', 'biaya', 'prosesing', 'benih', 'padi', 'sawah', 'terim', 'kasih', 'indodana']",bantu biaya prosesing benih padi sawah rim kasih indodana,membantu biaya prosesing benih padi sawah terim kasih indodana,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu untuk orang yang sedang kesulitan mencari pinjaman,5,2023-10-30,"['membantu', 'orang', 'kesulitan', 'mencari', 'pinjaman']",bantu orang sulit cari pinjam,membantu orang kesulitan mencari pinjaman,2023-10,POSITIVE,1,0,POSITIVE
keren banget kridivo semoga semakin sukses terus,5,2023-10-31,"['keren', 'banget', 'kridivo', 'semoga', 'sukses']",keren banget kridivo moga sukses,keren banget kridivo semoga sukses,2023-10,POSITIVE,1,0,POSITIVE
tetaplah terus berkembang cuma pesan suku bunga dikecilin lagi pasti lebih banyak peminat,5,2023-10-08,"['tetaplah', 'berkembang', 'pesan', 'suku', 'bunga', 'dikecilin', 'peminat']",tetap kembang pesan suku bunga dikecilin minat,tetaplah berkembang pesan suku bunga dikecilin peminat,2023-10,POSITIVE,1,0,POSITIVE
sangat membantu saat belum gajian harga murah walau bayar bulan depan,5,2023-10-23,"['membantu', 'gajian', 'harga', 'murah', 'bayar']",bantu gaji harga murah bayar,membantu gajian harga murah bayar,2023-10,POSITIVE,1,0,POSITIVE
akun tiba dinonaktivkan padahal pernab terlambat cok,1,2023-10-11,"['akun', 'dinonaktivkan', 'pernab', 'terlambat', 'cok']",akun dinonaktivkan pernab lambat cok,akun dinonaktivkan pernab terlambat cok,2023-10,NEGATIVE,0,1,NEGATIVE
kredit terbaik tahun ini sekaligus sangat membantu disaat dibutuhkan asalkan bijak memakai nya,5,2023-10-02,"['kredit', 'terbaik', 'membantu', 'disaat', 'dibutuhkan', 'bijak', 'memakai', 'nya']",kredit baik bantu saat butuh bijak pakai nya,kredit terbaik membantu disaat dibutuhkan bijak memakai nya,2023-10,POSITIVE,1,0,POSITIVE
parahh kecewa banget tolong lain jangan percaya sama ini kalau perlu bintang,1,2023-10-14,"['parahh', 'kecewa', 'banget', 'tolong', 'percaya', 'bintang']",parahh kecewa banget tolong percaya bintang,parahh kecewa banget tolong percaya bintang,2023-10,NEGATIVE,0,1,NEGATIVE
akun non aktif tiba sudah menghubungi pelanggan pelayanan jawaban yang diberikan tidak jelas,1,2023-10-25,"['akun', 'non', 'aktif', 'menghubungi', 'pelanggan', 'pelayanan']",akun non aktif hubung langgan layan,akun non aktif menghubungi pelanggan pelayanan,2023-10,NEGATIVE,0,1,NEGATIVE
sangat puas pakai aku laku rumit selalu cepatdi accnya aku laku jempol banget pokoknya,5,2023-10-07,"['puas', 'pakai', 'laku', 'rumit', 'cepatdi', 'accnya', 'laku', 'jempol', 'banget', 'pokoknya']",puas pakai laku rumit cepatdi accnya laku jempol banget pokok,puas pakai laku rumit cepatdi accnya laku jempol banget pokoknya,2023-10,POSITIVE,1,0,POSITIVE
saya kasih bintang dulu karena dana tunainya belum bisa dipakai,4,2023-10-20,"['kasih', 'bintang', 'dana', 'tunainya', 'dipakai']",kasih bintang dana tunai pakai,kasih bintang dana tunainya dipakai,2023-10,POSITIVE,1,0,POSITIVE
aplikasi nya bagus cuma untuk limit pinjamannya waduh kecil amat 1rb,5,2023-10-26,"['aplikasi', 'nya', 'bagus', 'limit', 'pinjamannya', '1rb']",aplikasi nya bagus limit pinjam 1rb,aplikasi nya bagus limit pinjamannya 1rb,2023-10,POSITIVE,1,0,POSITIVE
pelunasan selalu lebih cepat bahkan minggu sebelum jatuh tempo bukanya naek limit bahkan diturunin limitnya,1,2023-10-07,"['pelunasan', 'cepat', 'minggu', 'jatuh', 'tempo', 'bukanya', 'naek', 'limit', 'diturunin', 'limitnya']",lunas cepat minggu jatuh tempo buka naek limit diturunin limit,pelunasan cepat minggu jatuh tempo bukanya naek limit diturunin limitnya,2023-10,NEGATIVE,0,1,NEGATIVE
terima kasih sudah acc pinjaman saya ajukan,5,2023-10-16,"['terima', 'kasih', 'acc', 'pinjaman', 'ajukan']",terima kasih acc pinjam ajuk,terima kasih acc pinjaman ajukan,2023-10,POSITIVE,1,0,POSITIVE
terlambat sehari denda banyak banget nyekik leher,1,2023-10-26,"['terlambat', 'sehari', 'denda', 'banget', 'nyekik', 'leher']",lambat hari denda banget nyekik leher,terlambat sehari denda banget nyekik leher,2023-10,NEGATIVE,0,1,NEGATIVE
enak banget punyak diwaktu pas tidak punyak uang bisa pinjam kredivo,5,2023-10-19,"['enak', 'banget', 'punyak', 'diwaktu', 'pas', 'punyak', 'uang', 'pinjam', 'kredivo']",enak banget punyak waktu pas punyak uang pinjam kredivo,enak banget punyak diwaktu pas punyak uang pinjam kredivo,2023-10,POSITIVE,1,0,POSITIVE
suka error aplikasi nya tapi mantap betul untuk kredit apapun,5,2023-10-23,"['suka', 'error', 'aplikasi', 'nya', 'mantap', 'kredit', 'apapun']",suka error aplikasi nya mantap kredit apa,suka error aplikasi nya mantap kredit apapun,2023-10,POSITIVE,1,0,POSITIVE
maaf kenapa biodatanya sudah masuk tapi pas terakhirnya selpi selalu gagal terus,1,2023-10-14,"['maaf', 'biodatanya', 'masuk', 'pas', 'terakhirnya', 'selpi', 'gagal']",maaf biodata masuk pas akhir selpi gagal,maaf biodatanya masuk pas terakhirnya selpi gagal,2023-10,NEGATIVE,0,1,NEGATIVE
pengajuan sangat mudah dan bunga juga rendah sangat membantu buat kita,5,2023-10-29,"['pengajuan', 'mudah', 'bunga', 'rendah', 'membantu']",aju mudah bunga rendah bantu,pengajuan mudah bunga rendah membantu,2023-10,POSITIVE,1,0,POSITIVE
bunga rendah untuk cicilan ada biaya admin awal dengan biaya terjangkau sangat membantu,5,2023-10-10,"['bunga', 'rendah', 'cicilan', 'biaya', 'admin', 'biaya', 'terjangkau', 'membantu']",bunga rendah cicil biaya admin biaya jangkau bantu,bunga rendah cicilan biaya admin biaya terjangkau membantu,2023-10,POSITIVE,1,0,POSITIVE
sampai saat ini sangat membantu sekali terima kasih tingkatkan terus pelayanannya,5,2023-10-17,"['membantu', 'terima', 'kasih', 'tingkatkan', 'pelayanannya']",bantu terima kasih tingkat layan,membantu terima kasih tingkatkan pelayanannya,2023-10,POSITIVE,1,0,POSITIVE
verifikasi wajah sangat aman jika akun dimanfaatkan orang tidak bertanggungjawab,5,2023-10-12,"['verifikasi', 'wajah', 'aman', 'akun', 'dimanfaatkan', 'orang', 'bertanggungjawab']",verifikasi wajah aman akun manfaat orang bertanggungjawab,verifikasi wajah aman akun dimanfaatkan orang bertanggungjawab,2023-10,POSITIVE,1,0,POSITIVE
